code,meaning,candidate_origins,suggested_atom_ids,suggested_atom_names,suggestion_scores
S66.108A,"Unspecified injury of flexor muscle, fascia and tendon of other finger at wrist and hand level, initial encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.108D,"Unspecified injury of flexor muscle, fascia and tendon of other finger at wrist and hand level, subsequent encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.108S,"Unspecified injury of flexor muscle, fascia and tendon of other finger at wrist and hand level, sequela",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.109D,"Unspecified injury of flexor muscle, fascia and tendon of unspecified finger at wrist and hand level, subsequent encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.109S,"Unspecified injury of flexor muscle, fascia and tendon of unspecified finger at wrist and hand level, sequela",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.110A,"Strain of flexor muscle, fascia and tendon of right index finger at wrist and hand level, initial encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.110D,"Strain of flexor muscle, fascia and tendon of right index finger at wrist and hand level, subsequent encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.110S,"Strain of flexor muscle, fascia and tendon of right index finger at wrist and hand level, sequela",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.111A,"Strain of flexor muscle, fascia and tendon of left index finger at wrist and hand level, initial encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.111D,"Strain of flexor muscle, fascia and tendon of left index finger at wrist and hand level, subsequent encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.111S,"Strain of flexor muscle, fascia and tendon of left index finger at wrist and hand level, sequela",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.112A,"Strain of flexor muscle, fascia and tendon of right middle finger at wrist and hand level, initial encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.112D,"Strain of flexor muscle, fascia and tendon of right middle finger at wrist and hand level, subsequent encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.112S,"Strain of flexor muscle, fascia and tendon of right middle finger at wrist and hand level, sequela",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.113D,"Strain of flexor muscle, fascia and tendon of left middle finger at wrist and hand level, subsequent encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.113S,"Strain of flexor muscle, fascia and tendon of left middle finger at wrist and hand level, sequela",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.114D,"Strain of flexor muscle, fascia and tendon of right ring finger at wrist and hand level, subsequent encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.114S,"Strain of flexor muscle, fascia and tendon of right ring finger at wrist and hand level, sequela",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.115A,"Strain of flexor muscle, fascia and tendon of left ring finger at wrist and hand level, initial encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.115D,"Strain of flexor muscle, fascia and tendon of left ring finger at wrist and hand level, subsequent encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.115S,"Strain of flexor muscle, fascia and tendon of left ring finger at wrist and hand level, sequela",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.116A,"Strain of flexor muscle, fascia and tendon of right little finger at wrist and hand level, initial encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.116D,"Strain of flexor muscle, fascia and tendon of right little finger at wrist and hand level, subsequent encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.116S,"Strain of flexor muscle, fascia and tendon of right little finger at wrist and hand level, sequela",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.117A,"Strain of flexor muscle, fascia and tendon of left little finger at wrist and hand level, initial encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.117D,"Strain of flexor muscle, fascia and tendon of left little finger at wrist and hand level, subsequent encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.117S,"Strain of flexor muscle, fascia and tendon of left little finger at wrist and hand level, sequela",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.118A,"Strain of flexor muscle, fascia and tendon of other finger at wrist and hand level, initial encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.118D,"Strain of flexor muscle, fascia and tendon of other finger at wrist and hand level, subsequent encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.118S,"Strain of flexor muscle, fascia and tendon of other finger at wrist and hand level, sequela",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.119A,"Strain of flexor muscle, fascia and tendon of unspecified finger at wrist and hand level, initial encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.119D,"Strain of flexor muscle, fascia and tendon of unspecified finger at wrist and hand level, subsequent encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.119S,"Strain of flexor muscle, fascia and tendon of unspecified finger at wrist and hand level, sequela",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.120S,"Laceration of flexor muscle, fascia and tendon of right index finger at wrist and hand level, sequela",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.121S,"Laceration of flexor muscle, fascia and tendon of left index finger at wrist and hand level, sequela",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.122S,"Laceration of flexor muscle, fascia and tendon of right middle finger at wrist and hand level, sequela",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.123S,"Laceration of flexor muscle, fascia and tendon of left middle finger at wrist and hand level, sequela",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.124D,"Laceration of flexor muscle, fascia and tendon of right ring finger at wrist and hand level, subsequent encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.124S,"Laceration of flexor muscle, fascia and tendon of right ring finger at wrist and hand level, sequela",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.125D,"Laceration of flexor muscle, fascia and tendon of left ring finger at wrist and hand level, subsequent encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.125S,"Laceration of flexor muscle, fascia and tendon of left ring finger at wrist and hand level, sequela",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.126D,"Laceration of flexor muscle, fascia and tendon of right little finger at wrist and hand level, subsequent encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.126S,"Laceration of flexor muscle, fascia and tendon of right little finger at wrist and hand level, sequela",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.127S,"Laceration of flexor muscle, fascia and tendon of left little finger at wrist and hand level, sequela",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.128D,"Laceration of flexor muscle, fascia and tendon of other finger at wrist and hand level, subsequent encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.128S,"Laceration of flexor muscle, fascia and tendon of other finger at wrist and hand level, sequela",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.129S,"Laceration of flexor muscle, fascia and tendon of unspecified finger at wrist and hand level, sequela",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.190A,"Other injury of flexor muscle, fascia and tendon of right index finger at wrist and hand level, initial encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.190D,"Other injury of flexor muscle, fascia and tendon of right index finger at wrist and hand level, subsequent encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.190S,"Other injury of flexor muscle, fascia and tendon of right index finger at wrist and hand level, sequela",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.191A,"Other injury of flexor muscle, fascia and tendon of left index finger at wrist and hand level, initial encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.191D,"Other injury of flexor muscle, fascia and tendon of left index finger at wrist and hand level, subsequent encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.191S,"Other injury of flexor muscle, fascia and tendon of left index finger at wrist and hand level, sequela",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.192D,"Other injury of flexor muscle, fascia and tendon of right middle finger at wrist and hand level, subsequent encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.192S,"Other injury of flexor muscle, fascia and tendon of right middle finger at wrist and hand level, sequela",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.193A,"Other injury of flexor muscle, fascia and tendon of left middle finger at wrist and hand level, initial encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.193D,"Other injury of flexor muscle, fascia and tendon of left middle finger at wrist and hand level, subsequent encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.193S,"Other injury of flexor muscle, fascia and tendon of left middle finger at wrist and hand level, sequela",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.194A,"Other injury of flexor muscle, fascia and tendon of right ring finger at wrist and hand level, initial encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.194D,"Other injury of flexor muscle, fascia and tendon of right ring finger at wrist and hand level, subsequent encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.194S,"Other injury of flexor muscle, fascia and tendon of right ring finger at wrist and hand level, sequela",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.195A,"Other injury of flexor muscle, fascia and tendon of left ring finger at wrist and hand level, initial encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.195D,"Other injury of flexor muscle, fascia and tendon of left ring finger at wrist and hand level, subsequent encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.195S,"Other injury of flexor muscle, fascia and tendon of left ring finger at wrist and hand level, sequela",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.196A,"Other injury of flexor muscle, fascia and tendon of right little finger at wrist and hand level, initial encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.196S,"Other injury of flexor muscle, fascia and tendon of right little finger at wrist and hand level, sequela",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.197A,"Other injury of flexor muscle, fascia and tendon of left little finger at wrist and hand level, initial encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.197D,"Other injury of flexor muscle, fascia and tendon of left little finger at wrist and hand level, subsequent encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.197S,"Other injury of flexor muscle, fascia and tendon of left little finger at wrist and hand level, sequela",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.198A,"Other injury of flexor muscle, fascia and tendon of other finger at wrist and hand level, initial encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.198D,"Other injury of flexor muscle, fascia and tendon of other finger at wrist and hand level, subsequent encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.198S,"Other injury of flexor muscle, fascia and tendon of other finger at wrist and hand level, sequela",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.199A,"Other injury of flexor muscle, fascia and tendon of unspecified finger at wrist and hand level, initial encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.199D,"Other injury of flexor muscle, fascia and tendon of unspecified finger at wrist and hand level, subsequent encounter",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S66.199S,"Other injury of flexor muscle, fascia and tendon of unspecified finger at wrist and hand level, sequela",ATOM_PHRASE_MATCH,trigger_finger,Trigger finger / stenosing tenosynovitis,"trigger_finger:3.0(tokens=finger,flexor,tendon)"
S95.101A,"Unspecified injury of plantar artery of right foot, initial encounter",ATOM_PHRASE_MATCH,plantar_ulcer,plantar ulcer,"plantar_ulcer:3.0(tokens=foot,injury,plantar)"
S95.101D,"Unspecified injury of plantar artery of right foot, subsequent encounter",ATOM_PHRASE_MATCH,plantar_ulcer,plantar ulcer,"plantar_ulcer:3.0(tokens=foot,injury,plantar)"
S95.101S,"Unspecified injury of plantar artery of right foot, sequela",ATOM_PHRASE_MATCH,plantar_ulcer,plantar ulcer,"plantar_ulcer:3.0(tokens=foot,injury,plantar)"
S95.102A,"Unspecified injury of plantar artery of left foot, initial encounter",ATOM_PHRASE_MATCH,plantar_ulcer,plantar ulcer,"plantar_ulcer:3.0(tokens=foot,injury,plantar)"
S95.102D,"Unspecified injury of plantar artery of left foot, subsequent encounter",ATOM_PHRASE_MATCH,plantar_ulcer,plantar ulcer,"plantar_ulcer:3.0(tokens=foot,injury,plantar)"
S95.102S,"Unspecified injury of plantar artery of left foot, sequela",ATOM_PHRASE_MATCH,plantar_ulcer,plantar ulcer,"plantar_ulcer:3.0(tokens=foot,injury,plantar)"
S95.109A,"Unspecified injury of plantar artery of unspecified foot, initial encounter",ATOM_PHRASE_MATCH,plantar_ulcer,plantar ulcer,"plantar_ulcer:3.0(tokens=foot,injury,plantar)"
S95.109D,"Unspecified injury of plantar artery of unspecified foot, subsequent encounter",ATOM_PHRASE_MATCH,plantar_ulcer,plantar ulcer,"plantar_ulcer:3.0(tokens=foot,injury,plantar)"
S95.109S,"Unspecified injury of plantar artery of unspecified foot, sequela",ATOM_PHRASE_MATCH,plantar_ulcer,plantar ulcer,"plantar_ulcer:3.0(tokens=foot,injury,plantar)"
S95.191A,"Other specified injury of plantar artery of right foot, initial encounter",ATOM_PHRASE_MATCH,plantar_ulcer,plantar ulcer,"plantar_ulcer:3.0(tokens=foot,injury,plantar)"
S95.191D,"Other specified injury of plantar artery of right foot, subsequent encounter",ATOM_PHRASE_MATCH,plantar_ulcer,plantar ulcer,"plantar_ulcer:3.0(tokens=foot,injury,plantar)"
S95.191S,"Other specified injury of plantar artery of right foot, sequela",ATOM_PHRASE_MATCH,plantar_ulcer,plantar ulcer,"plantar_ulcer:3.0(tokens=foot,injury,plantar)"
S95.192A,"Other specified injury of plantar artery of left foot, initial encounter",ATOM_PHRASE_MATCH,plantar_ulcer,plantar ulcer,"plantar_ulcer:3.0(tokens=foot,injury,plantar)"
S95.192D,"Other specified injury of plantar artery of left foot, subsequent encounter",ATOM_PHRASE_MATCH,plantar_ulcer,plantar ulcer,"plantar_ulcer:3.0(tokens=foot,injury,plantar)"
S95.192S,"Other specified injury of plantar artery of left foot, sequela",ATOM_PHRASE_MATCH,plantar_ulcer,plantar ulcer,"plantar_ulcer:3.0(tokens=foot,injury,plantar)"
S95.199A,"Other specified injury of plantar artery of unspecified foot, initial encounter",ATOM_PHRASE_MATCH,plantar_ulcer,plantar ulcer,"plantar_ulcer:3.0(tokens=foot,injury,plantar)"
S95.199D,"Other specified injury of plantar artery of unspecified foot, subsequent encounter",ATOM_PHRASE_MATCH,plantar_ulcer,plantar ulcer,"plantar_ulcer:3.0(tokens=foot,injury,plantar)"
S95.199S,"Other specified injury of plantar artery of unspecified foot, sequela",ATOM_PHRASE_MATCH,plantar_ulcer,plantar ulcer,"plantar_ulcer:3.0(tokens=foot,injury,plantar)"
T22.091D,"Burn of unspecified degree of multiple sites of right shoulder and upper limb, except wrist and hand, subsequent encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,right,upper,wrist)"
T22.091S,"Burn of unspecified degree of multiple sites of right shoulder and upper limb, except wrist and hand, sequela",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,right,upper,wrist)"
T22.092A,"Burn of unspecified degree of multiple sites of left shoulder and upper limb, except wrist and hand, initial encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=left,limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.092D,"Burn of unspecified degree of multiple sites of left shoulder and upper limb, except wrist and hand, subsequent encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=left,limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.092S,"Burn of unspecified degree of multiple sites of left shoulder and upper limb, except wrist and hand, sequela",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=left,limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.099A,"Burn of unspecified degree of multiple sites of unspecified shoulder and upper limb, except wrist and hand, initial encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.099D,"Burn of unspecified degree of multiple sites of unspecified shoulder and upper limb, except wrist and hand, subsequent encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.099S,"Burn of unspecified degree of multiple sites of unspecified shoulder and upper limb, except wrist and hand, sequela",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.10XS,"Burn of first degree of shoulder and upper limb, except wrist and hand, unspecified site, sequela",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.191D,"Burn of first degree of multiple sites of right shoulder and upper limb, except wrist and hand, subsequent encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,right,upper,wrist)"
T22.191S,"Burn of first degree of multiple sites of right shoulder and upper limb, except wrist and hand, sequela",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,right,upper,wrist)"
T22.192D,"Burn of first degree of multiple sites of left shoulder and upper limb, except wrist and hand, subsequent encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=left,limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.199A,"Burn of first degree of multiple sites of unspecified shoulder and upper limb, except wrist and hand, initial encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.199S,"Burn of first degree of multiple sites of unspecified shoulder and upper limb, except wrist and hand, sequela",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.292S,"Burn of second degree of multiple sites of left shoulder and upper limb, except wrist and hand, sequela",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=left,limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.299S,"Burn of second degree of multiple sites of unspecified shoulder and upper limb, except wrist and hand, sequela",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.392S,"Burn of third degree of multiple sites of left shoulder and upper limb, except wrist and hand, sequela",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=left,limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.399A,"Burn of third degree of multiple sites of unspecified shoulder and upper limb, except wrist and hand, initial encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.399D,"Burn of third degree of multiple sites of unspecified shoulder and upper limb, except wrist and hand, subsequent encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.399S,"Burn of third degree of multiple sites of unspecified shoulder and upper limb, except wrist and hand, sequela",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.40XA,"Corrosion of unspecified degree of shoulder and upper limb, except wrist and hand, unspecified site, initial encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
T22.40XD,"Corrosion of unspecified degree of shoulder and upper limb, except wrist and hand, unspecified site, subsequent encounter",ATOM_PHRASE_MATCH,cts_left | cts_right,"Carpal tunnel syndrome, left | Carpal tunnel syndrome, right","cts_left:3.0(tokens=limb,upper,wrist) | cts_right:3.0(tokens=limb,upper,wrist)"
