code,meaning,warehouse_row_count,warehouse_patient_count,candidate_origins,amyloid_tier,amyloid_signal_categories,review_bucket,suggested_atom_ids,suggested_atom_names,suggestion_scores,audit_flags
M75.50,Bursitis of unspecified shoulder,130,24,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,rotator_cuff | shoulder_disorder,Other shoulder disorder | Rotator cuff tear / repair,rotator_cuff:3.0(same_icd_category;tokens=shoulder) | shoulder_disorder:3.0(same_icd_category;tokens=shoulder),
S06.9X1S,"Unspecified intracranial injury with loss of consciousness of 30 minutes or less, sequela",123,24,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,syncope,Syncope / presyncope,"syncope:7.0(phrase;tokens=consciousness,loss)",
Z68.22,"Body mass index [BMI] 22.0-22.9, adult",39,24,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,declining_bmi,Declining BMI / modified BMI trajectory,"declining_bmi:8.0(phrase;tokens=bmi,body,index,mass)",
R10.823,Right lower quadrant rebound abdominal tenderness,109,23,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,abdominal_pain,Unexplained abdominal pain,abdominal_pain:3.0(same_icd_category;tokens=abdominal),
S46.912D,"Strain of unspecified muscle, fascia and tendon at shoulder and upper arm level, left arm, subsequent encounter",119,23,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,biceps_rupture,"Spontaneous distal biceps tendon rupture (""Popeye sign"")",biceps_rupture:3.0(same_icd_category;tokens=tendon),
Z68.20,"Body mass index [BMI] 20.0-20.9, adult",48,23,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,declining_bmi,Declining BMI / modified BMI trajectory,"declining_bmi:8.0(phrase;tokens=bmi,body,index,mass)",
E11.11,Type 2 diabetes mellitus with ketoacidosis with coma,240,22,CONFIGURED_ICD_CATEGORY | ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,diabetes,diabetes,"diabetes:10.0(phrase;same_icd_category;tokens=diabete,mellitu,type)",
H40.1131,"Primary open-angle glaucoma, bilateral, mild stage",74,22,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,glaucoma,glaucoma,glaucoma:3.0(same_icd_category;tokens=glaucoma),
H40.51X3,"Glaucoma secondary to other eye disorders, right eye, severe stage",85,22,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,dry_eye | glaucoma,dry eye | glaucoma,dry_eye:3.0(same_icd_category;tokens=eye) | glaucoma:3.0(same_icd_category;tokens=glaucoma),
M10.371,"Gout due to renal impairment, right ankle and foot",128,22,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:7.0(phrase;tokens=impair,renal)",
S06.339A,"Contusion and laceration of cerebrum, unspecified, with loss of consciousness of unspecified duration, initial encounter",270,22,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,syncope,Syncope / presyncope,"syncope:7.0(phrase;tokens=consciousness,loss)",
S06.9X5D,"Unspecified intracranial injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter",139,22,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,age_excessive_snhl | syncope,Bilateral sensorineural hearing loss disproportionate to age | Syncope / presyncope,"syncope:7.0(phrase;tokens=consciousness,loss) | age_excessive_snhl:3.0(tokens=greater,loss,than)",
Z68.45,"Body mass index [BMI] 70 or greater, adult",84,22,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,declining_bmi,Declining BMI / modified BMI trajectory,"declining_bmi:8.0(phrase;tokens=bmi,body,index,mass)",
Z82.62,Family history of osteoporosis,45,22,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,fhx_adult_onset_neuropathy,Family history of unexplained adult-onset progressive neuropathy,fhx_adult_onset_neuropathy:3.0(same_icd_category;tokens=family),
H04.122,Dry eye syndrome of left lacrimal gland,74,21,CONFIGURED_ICD_CATEGORY | ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,dry_eye,dry eye,"dry_eye:9.0(phrase;same_icd_category;tokens=dry,eye)",
M1A.3710,"Chronic gout due to renal impairment, right ankle and foot, without tophus (tophi)",143,21,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)",
M65.941,"Unspecified synovitis and tenosynovitis, right hand",362,21,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,trigger_finger,Trigger finger / stenosing tenosynovitis,trigger_finger:3.0(same_icd_category;tokens=tenosynoviti),
M75.91,"Shoulder lesion, unspecified, right shoulder",81,21,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,rotator_cuff | shoulder_disorder,Other shoulder disorder | Rotator cuff tear / repair,rotator_cuff:3.0(same_icd_category;tokens=shoulder) | shoulder_disorder:3.0(same_icd_category;tokens=shoulder),
N31.8,Other neuromuscular dysfunction of bladder,111,21,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,neurogenic_bladder | urinary_incontinence | urinary_retention,neurogenic bladder | urinary incontinence | urinary retention,"neurogenic_bladder:5.0(same_icd_category;tokens=bladder,dysfunction,neuromuscular) | urinary_incontinence:3.0(same_icd_category;tokens=bladder) | urinary_retention:3.0(same_icd_category;tokens=bladder)",
T83.9XXD,"Unspecified complication of genitourinary prosthetic device, implant and graft, subsequent encounter",85,21,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,pacemaker_implantation,Pacemaker implantation,"pacemaker_implantation:7.0(phrase;tokens=device,implant)",
E11.630,Type 2 diabetes mellitus with periodontal disease,207,20,CONFIGURED_ICD_CATEGORY | ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,diabetes,diabetes,"diabetes:10.0(phrase;same_icd_category;tokens=diabete,mellitu,type)",
E11.638,Type 2 diabetes mellitus with other oral complications,150,20,CONFIGURED_ICD_CATEGORY | ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,diabetes,diabetes,"diabetes:10.0(phrase;same_icd_category;tokens=diabete,mellitu,type)",
L97.811,Non-pressure chronic ulcer of other part of right lower leg limited to breakdown of skin,408,20,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,plantar_ulcer | trophic_change,plantar ulcer | trophic change,"trophic_change:4.0(same_icd_category;tokens=lower,skin) | plantar_ulcer:3.0(same_icd_category;tokens=ulcer)",
T82.9XXD,"Unspecified complication of cardiac and vascular prosthetic device, implant and graft, subsequent encounter",918,20,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,pacemaker_implantation,Pacemaker implantation,"pacemaker_implantation:7.0(phrase;tokens=device,implant)",
Z68.21,"Body mass index [BMI] 21.0-21.9, adult",35,20,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,declining_bmi,Declining BMI / modified BMI trajectory,"declining_bmi:8.0(phrase;tokens=bmi,body,index,mass)",
E13.8,Other specified diabetes mellitus with unspecified complications,146,19,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,diabetes,diabetes,"diabetes:7.0(phrase;tokens=diabete,mellitu)",
K66.0,Peritoneal adhesions (postprocedural) (postinfection),111,19,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,other_serosal_effusion,Other serosal effusion,other_serosal_effusion:3.0(same_icd_category;tokens=peritoneal),
M35.0C,Sjogren syndrome with dental involvement,232,19,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,autoimmune_disease,autoimmune disease,autoimmune_disease:3.0(same_icd_category;tokens=sjogren),
R10.824,Left lower quadrant rebound abdominal tenderness,54,19,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,abdominal_pain,Unexplained abdominal pain,abdominal_pain:3.0(same_icd_category;tokens=abdominal),
S46.219A,"Strain of muscle, fascia and tendon of other parts of biceps, unspecified arm, initial encounter",102,19,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,biceps_rupture,"Spontaneous distal biceps tendon rupture (""Popeye sign"")","biceps_rupture:4.0(same_icd_category;tokens=bicep,tendon)",
T84.9XXA,"Unspecified complication of internal orthopedic prosthetic device, implant and graft, initial encounter",186,19,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,pacemaker_implantation,Pacemaker implantation,"pacemaker_implantation:7.0(phrase;tokens=device,implant)",
H40.1132,"Primary open-angle glaucoma, bilateral, moderate stage",72,18,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,glaucoma,glaucoma,glaucoma:3.0(same_icd_category;tokens=glaucoma),
H40.52X3,"Glaucoma secondary to other eye disorders, left eye, severe stage",65,18,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,dry_eye | glaucoma,dry eye | glaucoma,dry_eye:3.0(same_icd_category;tokens=eye) | glaucoma:3.0(same_icd_category;tokens=glaucoma),
S06.0X0S,"Concussion without loss of consciousness, sequela",86,18,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,syncope,Syncope / presyncope,"syncope:7.0(phrase;tokens=consciousness,loss)",
S06.0XAS,"Concussion with loss of consciousness status unknown, sequela",33,18,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,syncope,Syncope / presyncope,"syncope:7.0(phrase;tokens=consciousness,loss)",
S06.330A,"Contusion and laceration of cerebrum, unspecified, without loss of consciousness, initial encounter",243,18,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,syncope,Syncope / presyncope,"syncope:7.0(phrase;tokens=consciousness,loss)",
S06.9X1D,"Unspecified intracranial injury with loss of consciousness of 30 minutes or less, subsequent encounter",39,18,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,syncope,Syncope / presyncope,"syncope:7.0(phrase;tokens=consciousness,loss)",
T83.9XXS,"Unspecified complication of genitourinary prosthetic device, implant and graft, sequela",69,18,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,pacemaker_implantation,Pacemaker implantation,"pacemaker_implantation:7.0(phrase;tokens=device,implant)",
Z96.621,Presence of right artificial elbow joint,191,18,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,arthroplasty,Hip or knee arthroplasty,arthroplasty:3.0(same_icd_category;tokens=joint),
E09.65,Drug or chemical induced diabetes mellitus with hyperglycemia,72,17,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,diabetes,diabetes,"diabetes:7.0(phrase;tokens=diabete,mellitu)",
E10.628,Type 1 diabetes mellitus with other skin complications,103,17,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,mellitu,type)",
L97.222,Non-pressure chronic ulcer of left calf with fat layer exposed,478,17,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,plantar_ulcer,plantar ulcer,plantar_ulcer:3.0(same_icd_category;tokens=ulcer),
M48.56XA,"Collapsed vertebra, not elsewhere classified, lumbar region, initial encounter for fracture",72,17,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,lumbar_stenosis,Lumbar spinal stenosis,lumbar_stenosis:3.0(same_icd_category;tokens=lumbar),
S46.209A,"Unspecified injury of muscle, fascia and tendon of other parts of biceps, unspecified arm, initial encounter",37,17,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,biceps_rupture,"Spontaneous distal biceps tendon rupture (""Popeye sign"")","biceps_rupture:4.0(same_icd_category;tokens=bicep,tendon)",
Z83.719,"Family history of colon polyps, unspecified",28,17,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,fhx_established_attr,First-degree family history of genetically or clinically established ATTR amyloidosis,fhx_established_attr:3.0(same_icd_category;tokens=family),
I06.1,Rheumatic aortic insufficiency,42,16,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,as_valve,Severe aortic stenosis,as_valve:3.0(same_icd_category;tokens=aortic),
I51.0,"Cardiac septal defect, acquired",89,16,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,cardiomegaly | thick_walls,Cardiomegaly | Unexplained left-ventricular wall thickness / LVH,cardiomegaly:3.0(same_icd_category;tokens=cardiac) | thick_walls:3.0(same_icd_category;tokens=septal),
L97.821,Non-pressure chronic ulcer of other part of left lower leg limited to breakdown of skin,192,16,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,plantar_ulcer | trophic_change,plantar ulcer | trophic change,"trophic_change:4.0(same_icd_category;tokens=lower,skin) | plantar_ulcer:3.0(same_icd_category;tokens=ulcer)",
M10.372,"Gout due to renal impairment, left ankle and foot",147,16,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:7.0(phrase;tokens=impair,renal)",
M35.05,Sjogren syndrome with inflammatory arthritis,146,16,CONFIGURED_ICD_CATEGORY | ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,inflammatory) | autoimmune_disease:4.0(same_icd_category;tokens=arthriti,sjogren)",
M65.80,"Other synovitis and tenosynovitis, unspecified site",69,16,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,trigger_finger,Trigger finger / stenosing tenosynovitis,trigger_finger:3.0(same_icd_category;tokens=tenosynoviti),
Z92.241,Personal history of systemic steroid therapy,57,16,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,myeloma_therapy_exposure,Anti-myeloma therapy exposure,myeloma_therapy_exposure:3.0(same_icd_category;tokens=therapy),
Z98.818,Other dental procedure status,54,16,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,ctr_any | lumbar_decompression | trigger_release,Carpal tunnel release procedure | Lumbar decompression / laminectomy | Trigger finger release procedure,ctr_any:3.0(same_icd_category;tokens=procedure) | lumbar_decompression:3.0(same_icd_category;tokens=procedure) | trigger_release:3.0(same_icd_category;tokens=procedure),
E10.11,Type 1 diabetes mellitus with ketoacidosis with coma,239,15,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,mellitu,type)",
G90.512,Complex regional pain syndrome I of left upper limb,182,15,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,cts_left,"Carpal tunnel syndrome, left","cts_left:3.0(tokens=left,limb,upper)",
H40.059,"Ocular hypertension, unspecified eye",39,15,CONFIGURED_ICD_CATEGORY | ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,dry_eye | glaucoma,dry eye | glaucoma,"glaucoma:9.0(phrase;same_icd_category;tokens=hypertension,ocular) | dry_eye:4.0(same_icd_category;tokens=eye,ocular)",
H43.819,"Vitreous degeneration, unspecified eye",29,15,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,vitreous_opacity,vitreous opacity,vitreous_opacity:3.0(same_icd_category;tokens=vitreou),
L97.212,Non-pressure chronic ulcer of right calf with fat layer exposed,210,15,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,plantar_ulcer,plantar ulcer,plantar_ulcer:3.0(same_icd_category;tokens=ulcer),
M75.92,"Shoulder lesion, unspecified, left shoulder",90,15,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,rotator_cuff | shoulder_disorder,Other shoulder disorder | Rotator cuff tear / repair,rotator_cuff:3.0(same_icd_category;tokens=shoulder) | shoulder_disorder:3.0(same_icd_category;tokens=shoulder),
S06.320A,"Contusion and laceration of left cerebrum without loss of consciousness, initial encounter",141,15,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,syncope,Syncope / presyncope,"syncope:7.0(phrase;tokens=consciousness,loss)",
Z83.71,Family history of colonic polyps,46,15,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,fhx_established_attr,First-degree family history of genetically or clinically established ATTR amyloidosis,fhx_established_attr:3.0(same_icd_category;tokens=family),
Z96.659,Presence of unspecified artificial knee joint,71,15,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,arthroplasty,Hip or knee arthroplasty,"arthroplasty:4.0(same_icd_category;tokens=joint,knee)",
K59.89,Other specified functional intestinal disorders,112,14,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,gi_dysmotility,Unexplained gastrointestinal dysmotility,gi_dysmotility:3.0(same_icd_category;tokens=intestinal),
L97.901,Non-pressure chronic ulcer of unspecified part of unspecified lower leg limited to breakdown of skin,209,14,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,plantar_ulcer | trophic_change,plantar ulcer | trophic change,"trophic_change:4.0(same_icd_category;tokens=lower,skin) | plantar_ulcer:3.0(same_icd_category;tokens=ulcer)",
M65.88,"Other synovitis and tenosynovitis, other site",73,14,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,trigger_finger,Trigger finger / stenosing tenosynovitis,trigger_finger:3.0(same_icd_category;tokens=tenosynoviti),
S06.32AA,"Contusion and laceration of left cerebrum with loss of consciousness status unknown, initial encounter",210,14,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,syncope,Syncope / presyncope,"syncope:7.0(phrase;tokens=consciousness,loss)",
S06.9X5A,"Unspecified intracranial injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter",87,14,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,age_excessive_snhl | syncope,Bilateral sensorineural hearing loss disproportionate to age | Syncope / presyncope,"syncope:7.0(phrase;tokens=consciousness,loss) | age_excessive_snhl:3.0(tokens=greater,loss,than)",
S06.9X6D,"Unspecified intracranial injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter",301,14,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,age_excessive_snhl | syncope,Bilateral sensorineural hearing loss disproportionate to age | Syncope / presyncope,"syncope:7.0(phrase;tokens=consciousness,loss) | age_excessive_snhl:3.0(tokens=greater,loss,than)",
S46.911D,"Strain of unspecified muscle, fascia and tendon at shoulder and upper arm level, right arm, subsequent encounter",48,14,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,biceps_rupture,"Spontaneous distal biceps tendon rupture (""Popeye sign"")",biceps_rupture:3.0(same_icd_category;tokens=tendon),
Z36.1,Encounter for antenatal screening for raised alphafetoprotein level,22,14,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,hepatic_alp_elevation,Cholestatic alkaline phosphatase elevation,hepatic_alp_elevation:6.0(phrase;tokens=raised),
Z96.622,Presence of left artificial elbow joint,278,14,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,arthroplasty,Hip or knee arthroplasty,arthroplasty:3.0(same_icd_category;tokens=joint),
H40.1113,"Primary open-angle glaucoma, right eye, severe stage",35,13,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,dry_eye | glaucoma,dry eye | glaucoma,dry_eye:3.0(same_icd_category;tokens=eye) | glaucoma:3.0(same_icd_category;tokens=glaucoma),
K31.A11,"Gastric intestinal metaplasia without dysplasia, involving the antrum",50,13,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,delayed_gastric_emptying | gastroparesis,Gastroparesis / delayed gastric emptying | delayed gastric emptying,delayed_gastric_emptying:3.0(same_icd_category;tokens=gastric) | gastroparesis:3.0(same_icd_category;tokens=gastric),
M35.02,Sjogren syndrome with lung involvement,119,13,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,autoimmune_disease,autoimmune disease,autoimmune_disease:3.0(same_icd_category;tokens=sjogren),
R10.81,Abdominal tenderness,93,13,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,abdominal_pain,Unexplained abdominal pain,abdominal_pain:3.0(same_icd_category;tokens=abdominal),
S06.4X0A,"Epidural hemorrhage without loss of consciousness, initial encounter",95,13,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,syncope,Syncope / presyncope,"syncope:7.0(phrase;tokens=consciousness,loss)",
S06.9X6A,"Unspecified intracranial injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter",409,13,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,age_excessive_snhl | syncope,Bilateral sensorineural hearing loss disproportionate to age | Syncope / presyncope,"syncope:7.0(phrase;tokens=consciousness,loss) | age_excessive_snhl:3.0(tokens=greater,loss,than)",
S46.312A,"Strain of muscle, fascia and tendon of triceps, left arm, initial encounter",60,13,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,biceps_rupture,"Spontaneous distal biceps tendon rupture (""Popeye sign"")",biceps_rupture:3.0(same_icd_category;tokens=tendon),
Z95.811,Presence of heart assist device,253,13,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,pacemaker_implantation | pacemaker_presence,Pacemaker implantation | pacemaker presence,pacemaker_implantation:3.0(same_icd_category;tokens=device) | pacemaker_presence:3.0(same_icd_category;tokens=device),
E13.11,Other specified diabetes mellitus with ketoacidosis with coma,259,12,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,diabetes,diabetes,"diabetes:7.0(phrase;tokens=diabete,mellitu)",
G90.01,Carotid sinus syncope,71,12,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,orthostatic_intolerance,orthostatic intolerance,orthostatic_intolerance:3.0(same_icd_category;tokens=syncope),
H40.1130,"Primary open-angle glaucoma, bilateral, stage unspecified",52,12,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,glaucoma,glaucoma,glaucoma:3.0(same_icd_category;tokens=glaucoma),
H40.50X0,"Glaucoma secondary to other eye disorders, unspecified eye, stage unspecified",39,12,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,dry_eye | glaucoma,dry eye | glaucoma,dry_eye:3.0(same_icd_category;tokens=eye) | glaucoma:3.0(same_icd_category;tokens=glaucoma),
M1A.3790,"Chronic gout due to renal impairment, unspecified ankle and foot, without tophus (tophi)",267,12,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:8.0(phrase;tokens=chronic,impair,renal)",
M65.942,"Unspecified synovitis and tenosynovitis, left hand",33,12,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,trigger_finger,Trigger finger / stenosing tenosynovitis,trigger_finger:3.0(same_icd_category;tokens=tenosynoviti),
R10.826,Epigastric rebound abdominal tenderness,31,12,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,abdominal_pain,Unexplained abdominal pain,"abdominal_pain:4.0(same_icd_category;tokens=abdominal,epigastric)",
S06.329A,"Contusion and laceration of left cerebrum with loss of consciousness of unspecified duration, initial encounter",117,12,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,syncope,Syncope / presyncope,"syncope:7.0(phrase;tokens=consciousness,loss)",
S46.212D,"Strain of muscle, fascia and tendon of other parts of biceps, left arm, subsequent encounter",70,12,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,biceps_rupture,"Spontaneous distal biceps tendon rupture (""Popeye sign"")","biceps_rupture:4.0(same_icd_category;tokens=bicep,tendon)",
S46.819D,"Strain of other muscles, fascia and tendons at shoulder and upper arm level, unspecified arm, subsequent encounter",96,12,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,biceps_rupture,"Spontaneous distal biceps tendon rupture (""Popeye sign"")",biceps_rupture:3.0(same_icd_category;tokens=tendon),
E10.622,Type 1 diabetes mellitus with other skin ulcer,164,11,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,mellitu,type)",
G56.10,"Other lesions of median nerve, unspecified upper limb",71,11,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,cts_any | cts_bilateral,Bilateral carpal tunnel syndrome | Carpal tunnel syndrome,cts_any:3.0(same_icd_category;tokens=median) | cts_bilateral:3.0(same_icd_category;tokens=median),
H40.009,"Preglaucoma, unspecified, unspecified eye",44,11,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,dry_eye,dry eye,dry_eye:3.0(same_icd_category;tokens=eye),
H40.1133,"Primary open-angle glaucoma, bilateral, severe stage",48,11,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,glaucoma,glaucoma,glaucoma:3.0(same_icd_category;tokens=glaucoma),
H40.53X0,"Glaucoma secondary to other eye disorders, bilateral, stage unspecified",70,11,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,dry_eye | glaucoma,dry eye | glaucoma,dry_eye:3.0(same_icd_category;tokens=eye) | glaucoma:3.0(same_icd_category;tokens=glaucoma),
L97.913,Non-pressure chronic ulcer of unspecified part of right lower leg with necrosis of muscle,290,11,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,plantar_ulcer | trophic_change,plantar ulcer | trophic change,plantar_ulcer:3.0(same_icd_category;tokens=ulcer) | trophic_change:3.0(same_icd_category;tokens=lower),
M48.46XD,"Fatigue fracture of vertebra, lumbar region, subsequent encounter for fracture with routine healing",46,11,CONFIGURED_ICD_CATEGORY,,,NONSPECIFIC_SUPPORT_REVIEW,lumbar_stenosis,Lumbar spinal stenosis,lumbar_stenosis:3.0(same_icd_category;tokens=lumbar),
S06.310A,"Contusion and laceration of right cerebrum without loss of consciousness, initial encounter",96,11,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,syncope,Syncope / presyncope,"syncope:7.0(phrase;tokens=consciousness,loss)",
T82.9XXS,"Unspecified complication of cardiac and vascular prosthetic device, implant and graft, sequela",72,11,ATOM_PHRASE_MATCH,,,NONSPECIFIC_SUPPORT_REVIEW,pacemaker_implantation,Pacemaker implantation,"pacemaker_implantation:7.0(phrase;tokens=device,implant)",
